"cutoff.CI" "cutoff.robust75" "cutoff.robust99" "power.CI" "power.robust75" "power.robust99" "stat" "upper" "breed"
23.5714862399777 18.3699679940282 25.4463640670434 0.6 0.8 0.6 "Kd.mcd.subset.99" TRUE "bulldog_french"
1.34115470022103 0.65338751842326 1.53391901343105 0.6 0.8 0.6 "Nd.mcd.subset.99" TRUE "bulldog_french"
1.1e-05 5e-06 5e-06 0.6 0.4 0.4 "win51_pi" FALSE "bulldog_french"
0.175447 -0.485245 -0.883175 0.8 0.8 0.4 "win51_TajD" FALSE "bulldog_french"
2.34811 2.72346 3.12514 0 0 0 "unstd_iHS" TRUE "cavalier_king_charles_spaniel"
0.8504 1 1 0.142857142857143 0 0 "win51_H12" TRUE "cavalier_king_charles_spaniel"
1 1 1 0 0 0 "pcs.default" TRUE "cavalier_king_charles_spaniel"
0.974049566026348 2.14006616349627 2.14006616349627 0 0 0 "Hcd.default" TRUE "cavalier_king_charles_spaniel"
3.26716059171033 3.57956598099878 3.37606818971062 0.142857142857143 0 0 "Md.default" TRUE "cavalier_king_charles_spaniel"
3.35238499775563 3.60007927106555 3.51440280823614 0.142857142857143 0 0 "Hd.default" TRUE "cavalier_king_charles_spaniel"
15.3120049721142 48.7030569900707 75.8378842170491 0 0 0 "Kd.default" TRUE "cavalier_king_charles_spaniel"
0.272572185939772 0.632914068373014 0.821508939588119 0.142857142857143 0 0 "Nd.default" TRUE "cavalier_king_charles_spaniel"
3.53913727974737 3.43746146895292 3.74301301852806 0 0.142857142857143 0 "Md.mcd.subset.75" TRUE "cavalier_king_charles_spaniel"
3.62176929963319 3.47831008063257 3.81028338736975 0.142857142857143 0.142857142857143 0 "Hd.mcd.subset.75" TRUE "cavalier_king_charles_spaniel"
17.4422317315562 18.5884969963104 19.6678645337038 0.142857142857143 0.142857142857143 0 "Kd.mcd.subset.75" TRUE "cavalier_king_charles_spaniel"
0.642095994315553 0.798102883161095 0.962688701459732 0 0 0 "Nd.mcd.subset.75" TRUE "cavalier_king_charles_spaniel"
3.45230535421088 3.52943919356088 3.58682288826225 0.142857142857143 0 0 "Md.mcd.subset.99" TRUE "cavalier_king_charles_spaniel"
3.57112313220438 3.53467396663862 3.71755549045916 0.142857142857143 0.142857142857143 0 "Hd.mcd.subset.99" TRUE "cavalier_king_charles_spaniel"
17.8896739114072 19.5891502742162 20.9345474130698 0.142857142857143 0 0 "Kd.mcd.subset.99" TRUE "cavalier_king_charles_spaniel"
0.63350676834866 0.811764326233622 0.963812732279529 0 0 0 "Nd.mcd.subset.99" TRUE "cavalier_king_charles_spaniel"
8e-06 2e-06 2e-06 0.142857142857143 0 0 "win51_pi" FALSE "cavalier_king_charles_spaniel"
-0.325904 -1.466542 -1.747826 0.142857142857143 0 0 "win51_TajD" FALSE "cavalier_king_charles_spaniel"
1.74164 1.80857 2.26874 0 0 0 "unstd_iHS" TRUE "cocker_spaniel"
0.6536 0.8144 0.8488 0 0 0 "win51_H12" TRUE "cocker_spaniel"
1 1 1 0 0 0 "pcs.default" TRUE "cocker_spaniel"
0.750966751448771 1.50407739677627 1.50407739677627 0 0 0 "Hcd.default" TRUE "cocker_spaniel"
3.18781042226886 3.71971283677462 3.36900764388563 0 0 0 "Md.default" TRUE "cocker_spaniel"
3.33308094892549 3.76076621571327 3.50222928297405 0 0 0 "Hd.default" TRUE "cocker_spaniel"
14.3676949014741 26.5379907526136 27.050113522487 0.2 0 0 "Kd.default" TRUE "cocker_spaniel"
0.284600297553525 0.731079546280273 0.743726392731109 0.2 0 0 "Nd.default" TRUE "cocker_spaniel"
3.53514688920535 3.46315844161028 4.09300488420716 0 0 0 "Md.mcd.subset.75" TRUE "cocker_spaniel"
3.64150812720565 3.53482009882298 4.1558484834623 0 0 0 "Hd.mcd.subset.75" TRUE "cocker_spaniel"
17.8193340153625 18.7301961104374 22.4100810523798 0 0 0 "Kd.mcd.subset.75" TRUE "cocker_spaniel"
0.664669653389312 0.794498950419563 1.30364757463021 0 0 0 "Nd.mcd.subset.75" TRUE "cocker_spaniel"
3.37733673338373 3.61029808535364 3.60906746461252 0 0 0 "Md.mcd.subset.99" TRUE "cocker_spaniel"
3.53734560625041 3.63102337634266 3.83941047615726 0 0 0 "Hd.mcd.subset.99" TRUE "cocker_spaniel"
17.8193340153625 18.7301961104374 22.4100810523798 0 0 0 "Kd.mcd.subset.99" TRUE "cocker_spaniel"
0.644602613360207 0.822868872360935 1.19222605220341 0 0 0 "Nd.mcd.subset.99" TRUE "cocker_spaniel"
9e-06 4e-06 4e-06 0 0 0 "win51_pi" FALSE "cocker_spaniel"
-0.351645 -1.455142 -1.663733 0 0 0 "win51_TajD" FALSE "cocker_spaniel"
1.15205 0.990566 1.50643 0 0.25 0 "unstd_iHS" TRUE "dachshund"
0.2536 0.3024 0.3288 0.5 0.5 0.5 "win51_H12" TRUE "dachshund"
1 1 1 0 0 0 "pcs.default" TRUE "dachshund"
0.899483613557774 1.50407739677627 1.55814461804655 0.5 0 0 "Hcd.default" TRUE "dachshund"
3.33615194046704 3.75242584096106 3.35454699013915 0.5 0.5 0.5 "Md.default" TRUE "dachshund"
3.49274258509729 3.81928097754619 3.48616737048379 0.5 0.5 0.5 "Hd.default" TRUE "dachshund"
15.1480950564842 27.006373824207 30.7441184654506 0.5 0 0 "Kd.default" TRUE "dachshund"
0.292801125258409 0.738091937497092 0.828336816721514 0.5 0 0 "Nd.default" TRUE "dachshund"
4.32330607673792 3.43817232846237 5.23026756696793 0.5 0.5 0.5 "Md.mcd.subset.75" TRUE "dachshund"
4.39313515156711 3.52797705174924 5.27304611705504 0.5 0.5 0.5 "Hd.mcd.subset.75" TRUE "dachshund"
21.0191413095993 17.6895887061117 26.7420910904233 0.5 0.5 0.5 "Kd.mcd.subset.75" TRUE "dachshund"
1.44278480637595 0.836846956434339 2.38593818452491 0.5 0.5 0.5 "Nd.mcd.subset.75" TRUE "dachshund"
3.81600622711867 3.61757446909049 3.97778384480433 0.5 0.5 0.5 "Md.mcd.subset.99" TRUE "dachshund"
3.99762928158351 3.66538355457586 4.28572260912354 0.5 0.5 0.5 "Hd.mcd.subset.99" TRUE "dachshund"
21.8905295625842 18.1771625796157 29.0673933092085 0.5 0.5 0.5 "Kd.mcd.subset.99" TRUE "dachshund"
1.25251998405536 0.860897084673691 1.91261487321042 0.5 0.5 0.5 "Nd.mcd.subset.99" TRUE "dachshund"
1.4e-05 7e-06 7e-06 0.75 0 0 "win51_pi" FALSE "dachshund"
0.801841 -0.080829 -0.070641 0.5 0.5 0.5 "win51_TajD" FALSE "dachshund"
2.22012 2.42621 2.97475 0 0 0 "unstd_iHS" TRUE "english_setter"
0.8136 1 1 0 0 0 "win51_H12" TRUE "english_setter"
1 1 1 0 0 0 "pcs.default" TRUE "english_setter"
0.813739206827384 1.6094379124341 1.6094379124341 0.333333333333333 0 0 "Hcd.default" TRUE "english_setter"
3.12011402502987 3.40048822019548 3.38540234353054 0 0 0 "Md.default" TRUE "english_setter"
3.24967697151039 3.50334944544698 3.55285638714524 0 0 0 "Hd.default" TRUE "english_setter"
15.386267087907 59.961611167171 62.7934665280116 0.333333333333333 0 0 "Kd.default" TRUE "english_setter"
0.27169553613466 0.717888857442133 0.731965823676184 0.333333333333333 0 0 "Nd.default" TRUE "english_setter"
3.55287891805204 3.31556455823794 3.97613081033736 0 0 0 "Md.mcd.subset.75" TRUE "english_setter"
3.65129169606243 3.4586621493014 4.04896992917631 0 0 0 "Hd.mcd.subset.75" TRUE "english_setter"
17.4067823490812 17.927019324401 21.0778395999768 0 0 0 "Kd.mcd.subset.75" TRUE "english_setter"
0.666408067197073 0.765430780796036 1.16485154160232 0 0 0 "Nd.mcd.subset.75" TRUE "english_setter"
3.40764577763696 3.38653725243522 3.63840734538974 0 0 0 "Md.mcd.subset.99" TRUE "english_setter"
3.55535353285486 3.49177858978333 3.82278488302763 0 0 0 "Hd.mcd.subset.99" TRUE "english_setter"
17.4067823490812 17.927019324401 21.0778395999768 0 0 0 "Kd.mcd.subset.99" TRUE "english_setter"
0.639159342631064 0.776916342716317 1.11294776775105 0 0 0 "Nd.mcd.subset.99" TRUE "english_setter"
7e-06 1e-06 1e-06 0.333333333333333 0 0 "win51_pi" FALSE "english_setter"
-1.194182 -2.426442 -2.409544 0.333333333333333 0 0 "win51_TajD" FALSE "english_setter"
1.47674 1.3585 1.95421 0 0 0 "unstd_iHS" TRUE "english_springer_spaniel"
0.424 0.4976 0.5368 0.4 0.2 0 "win51_H12" TRUE "english_springer_spaniel"
1 1 1 0 0 0 "pcs.default" TRUE "english_springer_spaniel"
1.0736319489133 1.50407739677627 1.50407739677627 0 0 0 "Hcd.default" TRUE "english_springer_spaniel"
3.2974418933038 3.6011802563659 3.35894459217818 0.4 0.2 0.4 "Md.default" TRUE "english_springer_spaniel"
3.45541371057149 3.67224176778739 3.50076243816422 0.4 0.2 0.4 "Hd.default" TRUE "english_springer_spaniel"
14.9593857348171 24.775073344054 28.9623258365647 0.6 0 0 "Kd.default" TRUE "english_springer_spaniel"
0.295545513815319 0.714342742452258 0.782796653766854 0.6 0 0 "Nd.default" TRUE "english_springer_spaniel"
4.1342308618792 3.36670103215684 4.9177052133608 0.2 0.4 0 "Md.mcd.subset.75" TRUE "english_springer_spaniel"
4.20684662365364 3.45830327489067 4.96623438638766 0.2 0.4 0 "Hd.mcd.subset.75" TRUE "english_springer_spaniel"
19.9754475436189 17.3830086029034 24.3214121110262 0.2 0.4 0 "Kd.mcd.subset.75" TRUE "english_springer_spaniel"
1.26625914800446 0.717317907414608 2.1004633475386 0.2 0.4 0 "Nd.mcd.subset.75" TRUE "english_springer_spaniel"
3.68014307137088 3.55210814399406 3.88187329596092 0.2 0.2 0.2 "Md.mcd.subset.99" TRUE "english_springer_spaniel"
3.88242972131414 3.54317923296505 4.16969243300339 0.2 0.4 0.2 "Hd.mcd.subset.99" TRUE "english_springer_spaniel"
20.6646392917318 17.8296772030386 26.0355738898169 0.2 0.4 0 "Kd.mcd.subset.99" TRUE "english_springer_spaniel"
1.13264955570157 0.727155167553754 1.72691363416034 0.2 0.4 0 "Nd.mcd.subset.99" TRUE "english_springer_spaniel"
1.2e-05 6e-06 6e-06 0 0 0 "win51_pi" FALSE "english_springer_spaniel"
0.37773 -0.390832 -0.603607 0.4 0 0 "win51_TajD" FALSE "english_springer_spaniel"
1.91344 2.00262 2.53972 0 0 0 "unstd_iHS" TRUE "german_shepherd_dog"
0.744 0.9608 0.9608 1 0 0 "win51_H12" TRUE "german_shepherd_dog"
1 1 1 0 0 0 "pcs.default" TRUE "german_shepherd_dog"
0.747668019438362 1.50407739677627 1.50407739677627 0 0 0 "Hcd.default" TRUE "german_shepherd_dog"
3.15375730125209 3.5129640664098 3.3471551310293 0 0 0 "Md.default" TRUE "german_shepherd_dog"
3.29152606015532 3.53877548654853 3.49949343703871 0 0 0 "Hd.default" TRUE "german_shepherd_dog"
16.100645929304 61.1767919740232 61.1767919740232 0 0 0 "Kd.default" TRUE "german_shepherd_dog"
0.279584727076566 0.719201657153376 0.719201657153376 0 0 0 "Nd.default" TRUE "german_shepherd_dog"
3.50737597794283 3.4340275348545 4.16001732404597 0 0 0 "Md.mcd.subset.75" TRUE "german_shepherd_dog"
3.61447395019991 3.47649126427292 4.23548117437169 0 0 0 "Hd.mcd.subset.75" TRUE "german_shepherd_dog"
17.6013058347412 18.735889868755 22.676735274782 0 0 0 "Kd.mcd.subset.75" TRUE "german_shepherd_dog"
0.622914280701248 0.73690751221128 1.38340153583564 0 0 0 "Nd.mcd.subset.75" TRUE "german_shepherd_dog"
3.35124757183213 3.55470946625052 3.65381201247854 0 0 0 "Md.mcd.subset.99" TRUE "german_shepherd_dog"
3.51088101247619 3.5540264123453 3.8967807608772 0 0 0 "Hd.mcd.subset.99" TRUE "german_shepherd_dog"
17.6013058347412 18.735889868755 22.676735274782 0 0 0 "Kd.mcd.subset.99" TRUE "german_shepherd_dog"
0.594268242577236 0.739083759282997 1.24967951621669 0 0 0 "Nd.mcd.subset.99" TRUE "german_shepherd_dog"
8e-06 2e-06 2e-06 1 0 0 "win51_pi" FALSE "german_shepherd_dog"
-0.997846 -2.515173 -2.515173 1 0 0 "win51_TajD" FALSE "german_shepherd_dog"
1.7105 1.61932 2.20614 0 0 0 "unstd_iHS" TRUE "golden_retriever"
0.5016 0.5912 0.6296 0.25 0 0 "win51_H12" TRUE "golden_retriever"
1 1 1 0 0 0 "pcs.default" TRUE "golden_retriever"
0.84092457208452 1.50407739677627 1.50407739677627 0.25 0 0 "Hcd.default" TRUE "golden_retriever"
3.23368464851471 3.6193601519721 3.36731814850415 0.25 0.25 0.25 "Md.default" TRUE "golden_retriever"
3.39545209298724 3.70795452430686 3.51393128209821 0.25 0.25 0.25 "Hd.default" TRUE "golden_retriever"
14.9442818370327 25.4508456905771 28.9771976073515 0 0 0 "Kd.default" TRUE "golden_retriever"
0.295719399058969 0.677817331124326 0.76524639154561 0.25 0 0 "Nd.default" TRUE "golden_retriever"
3.89791581642049 3.34347659545422 4.6277485593872 0.25 0.25 0 "Md.mcd.subset.75" TRUE "golden_retriever"
3.99089263484842 3.46525896462509 4.67934071386082 0.25 0.25 0 "Hd.mcd.subset.75" TRUE "golden_retriever"
19.3780112323083 18.2238085031067 23.2756005202204 0.25 0.25 0 "Kd.mcd.subset.75" TRUE "golden_retriever"
1.02187887815722 0.776320730566363 1.732842643236 0.25 0.25 0 "Nd.mcd.subset.75" TRUE "golden_retriever"
3.51150959663451 3.52733471039594 3.74238163317518 0.25 0.25 0.25 "Md.mcd.subset.99" TRUE "golden_retriever"
3.72193793045328 3.55617419791108 4.02644710779617 0.25 0.25 0.25 "Hd.mcd.subset.99" TRUE "golden_retriever"
20.0448589651093 18.7965995751191 25.033365521274 0.25 0.25 0 "Kd.mcd.subset.99" TRUE "golden_retriever"
0.937989786415822 0.725044274116759 1.45588031920984 0.25 0.25 0 "Nd.mcd.subset.99" TRUE "golden_retriever"
1.2e-05 6e-06 7e-06 0.25 0 0 "win51_pi" FALSE "golden_retriever"
0.3763 -0.51522 -0.613725 0 0 0 "win51_TajD" FALSE "golden_retriever"
1.67473 1.51841 2.16011 0 0.333333333333333 0 "unstd_iHS" TRUE "havanese"
0.4272 0.4592 0.5184 0.333333333333333 0.333333333333333 0 "win51_H12" TRUE "havanese"
1 1 1 0 0 0 "pcs.default" TRUE "havanese"
1.31195559310408 1.6094379124341 1.6094379124341 0 0 0 "Hcd.default" TRUE "havanese"
3.28225565741103 3.64002854909608 3.32954527642649 0.166666666666667 0 0.166666666666667 "Md.default" TRUE "havanese"
3.44130545087513 3.64831957390595 3.48953224797435 0.166666666666667 0 0.166666666666667 "Hd.default" TRUE "havanese"
14.9426077404963 21.4925444937023 27.1327894567987 0.5 0 0 "Kd.default" TRUE "havanese"
0.296429102959379 0.578653345025825 0.758961910203481 0.5 0 0 "Nd.default" TRUE "havanese"
4.18628534657558 3.34489928016671 4.81158147309541 0 0.5 0 "Md.mcd.subset.75" TRUE "havanese"
4.26450234591255 3.41063546125507 4.85695911035602 0 0.5 0 "Hd.mcd.subset.75" TRUE "havanese"
20.4837776570989 17.460413876048 24.164655035844 0 0.333333333333333 0 "Kd.mcd.subset.75" TRUE "havanese"
1.33266345827891 0.677123192342908 2.0143352985312 0 0.5 0 "Nd.mcd.subset.75" TRUE "havanese"
3.6676207747201 3.62500248926568 3.79633950959146 0 0.166666666666667 0 "Md.mcd.subset.99" TRUE "havanese"
3.88490954686731 3.57017579101433 4.11471010939626 0 0.333333333333333 0 "Hd.mcd.subset.99" TRUE "havanese"
21.1940347300118 17.8860484679979 25.834335474206 0 0.333333333333333 0 "Kd.mcd.subset.99" TRUE "havanese"
1.20447466266671 0.627163112195444 1.70713052858656 0 0.5 0 "Nd.mcd.subset.99" TRUE "havanese"
1.3e-05 7e-06 7e-06 0 0 0 "win51_pi" FALSE "havanese"
0.660097 -0.195341 -0.19347 0.5 0 0 "win51_TajD" FALSE "havanese"
2.36475 2.63649 3.09501 0 0 0 "unstd_iHS" TRUE "irish_wolfhound"
0.7848 0.9232 0.9608 0.333333333333333 0 0 "win51_H12" TRUE "irish_wolfhound"
1 1 1 0 0 0 "pcs.default" TRUE "irish_wolfhound"
0.949413056778347 1.70474809223843 1.70474809223843 0 0 0 "Hcd.default" TRUE "irish_wolfhound"
3.25758912161451 3.50998644222691 3.39387934606483 0.333333333333333 0.333333333333333 0.333333333333333 "Md.default" TRUE "irish_wolfhound"
3.36013394984896 3.54921596615988 3.4781888277291 0.333333333333333 0 0 "Hd.default" TRUE "irish_wolfhound"
15.3252352939336 62.9086399798 62.9086399798 0 0 0 "Kd.default" TRUE "irish_wolfhound"
0.270858335882449 0.74113543322597 0.74113543322597 0 0 0 "Nd.default" TRUE "irish_wolfhound"
3.60509964712236 3.40494459116367 3.94541448420544 0.333333333333333 0.333333333333333 0 "Md.mcd.subset.75" TRUE "irish_wolfhound"
3.70600848262453 3.4713582342819 4.04597435841351 0.333333333333333 0.333333333333333 0 "Hd.mcd.subset.75" TRUE "irish_wolfhound"
18.4178680048929 18.021537747106 21.4882110073639 0 0 0 "Kd.mcd.subset.75" TRUE "irish_wolfhound"
0.730309814226001 0.77589387316012 1.15413287752719 0 0 0 "Nd.mcd.subset.75" TRUE "irish_wolfhound"
3.4747477962678 3.56046661329614 3.61733313458454 0.333333333333333 0.333333333333333 0 "Md.mcd.subset.99" TRUE "irish_wolfhound"
3.61545092731705 3.55254790371208 3.83677707687555 0.333333333333333 0.333333333333333 0 "Hd.mcd.subset.99" TRUE "irish_wolfhound"
18.4178680048929 18.021537747106 21.4882110073639 0 0 0 "Kd.mcd.subset.99" TRUE "irish_wolfhound"
0.713802072468631 0.767745870964155 1.14173935640056 0 0 0 "Nd.mcd.subset.99" TRUE "irish_wolfhound"
8e-06 2e-06 2e-06 0.333333333333333 0 0 "win51_pi" FALSE "irish_wolfhound"
-0.149054 -1.209125 -1.46261 0.333333333333333 0.333333333333333 0 "win51_TajD" FALSE "irish_wolfhound"
0.894701 0.80284 1.19299 0.5 0.5 0 "unstd_iHS" TRUE "jack_russell_terrier"
0.1968 0.1952 0.2528 1 1 0.5 "win51_H12" TRUE "jack_russell_terrier"
1 1 1 0 0 0 "pcs.default" TRUE "jack_russell_terrier"
0.872000660997482 1.50407739677627 1.50407739677627 0.5 0 0 "Hcd.default" TRUE "jack_russell_terrier"
3.40150200267447 3.73431700687269 3.36176020168412 1 1 1 "Md.default" TRUE "jack_russell_terrier"
3.56222092086895 3.76634163688838 3.47246357431029 1 1 1 "Hd.default" TRUE "jack_russell_terrier"
15.2093366376016 22.6079212245409 28.9376563083223 0.5 0 0 "Kd.default" TRUE "jack_russell_terrier"
0.288476380035605 0.584184843442023 0.777964213612717 0.5 0 0 "Nd.default" TRUE "jack_russell_terrier"
4.95736372973787 3.3606286355809 5.23465285342423 1 1 1 "Md.mcd.subset.75" TRUE "jack_russell_terrier"
5.01755769695186 3.45697091434881 5.29909669902984 1 1 1 "Hd.mcd.subset.75" TRUE "jack_russell_terrier"
24.275197012047 17.520054625657 26.4967576404623 1 1 1 "Kd.mcd.subset.75" TRUE "jack_russell_terrier"
2.05359502666498 0.735669752717028 2.39361970969408 1 1 1 "Nd.mcd.subset.75" TRUE "jack_russell_terrier"
4.14741116371512 3.599382059419 4.08384930600126 1 1 1 "Md.mcd.subset.99" TRUE "jack_russell_terrier"
4.38297194233049 3.59551410383921 4.39712744452192 1 1 1 "Hd.mcd.subset.99" TRUE "jack_russell_terrier"
25.550818905535 18.0182837121373 28.2761671699573 1 1 1 "Kd.mcd.subset.99" TRUE "jack_russell_terrier"
1.77163164392919 0.724274322483813 1.96347451713891 1 1 1 "Nd.mcd.subset.99" TRUE "jack_russell_terrier"
1.4e-05 8e-06 8e-06 0 0 0 "win51_pi" FALSE "jack_russell_terrier"
0.926814 0.143637 0.093968 0.5 0 0 "win51_TajD" FALSE "jack_russell_terrier"
1.42677 1.32815 1.87119 0 0 0 "unstd_iHS" TRUE "labrador_retriever"
0.3984 0.4544 0.5024 0 0 0 "win51_H12" TRUE "labrador_retriever"
1 1 1 0 0 0 "pcs.default" TRUE "labrador_retriever"
0.841926316585293 1.63413052502447 1.63413052502447 0 0 0 "Hcd.default" TRUE "labrador_retriever"
3.27981323436554 3.50681961843501 3.36646744846638 0 0 0 "Md.default" TRUE "labrador_retriever"
3.44903987450478 3.62722770768659 3.52484744759925 0 0 0 "Hd.default" TRUE "labrador_retriever"
14.9881992987144 27.2262531988297 33.7042804861007 0 0 0 "Kd.default" TRUE "labrador_retriever"
0.29269691266742 0.69770991473899 0.879088003956883 0 0 0 "Nd.default" TRUE "labrador_retriever"
4.04757051353606 3.31277061025182 4.73892567623533 0 0 0 "Md.mcd.subset.75" TRUE "labrador_retriever"
4.13301348865465 3.45726127540069 4.78852030370914 0 0 0 "Hd.mcd.subset.75" TRUE "labrador_retriever"
20.3038588026 18.0202924979887 24.5515884211318 0 0 0 "Kd.mcd.subset.75" TRUE "labrador_retriever"
1.18420145230938 0.740761060914426 1.89764562726955 0 0 0 "Nd.mcd.subset.75" TRUE "labrador_retriever"
3.66072845574351 3.45335398200902 3.84933734955198 0 0 0 "Md.mcd.subset.99" TRUE "labrador_retriever"
3.84275534173489 3.5378838428856 4.1127675276879 0 0 0 "Hd.mcd.subset.99" TRUE "labrador_retriever"
20.3038588026 18.0202924979887 24.5515884211318 0 0 0 "Kd.mcd.subset.99" TRUE "labrador_retriever"
1.07340535635868 0.750759356474222 1.60628785707705 0 0 0 "Nd.mcd.subset.99" TRUE "labrador_retriever"
1.2e-05 6e-06 5e-06 0 0 0 "win51_pi" FALSE "labrador_retriever"
0.456526 -0.398037 -0.498015 0 0 0 "win51_TajD" FALSE "labrador_retriever"
1.57145 1.49837 2.06319 0.166666666666667 0.166666666666667 0 "unstd_iHS" TRUE "maltese"
0.4312 0.4344 0.5432 0.333333333333333 0.333333333333333 0 "win51_H12" TRUE "maltese"
1 1 1 0 0 0 "pcs.default" TRUE "maltese"
0.933011062392846 1.50407739677627 1.6094379124341 0 0 0 "Hcd.default" TRUE "maltese"
